engine	case	quantity	status	value	note
oracle-unifac-kero	propan-2-ol-water@x1=0.3	y1	ok	5.3719684939e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	propan-2-ol-water@x1=0.5	tbub_c	ok	8.0559496948e+01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	propan-2-ol-water@x1=0.5	y1	ok	5.9312286154e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	propan-2-ol-water@x1=0.5	tbub_c	ok	8.0618786181e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	propan-2-ol-water@x1=0.5	y1	ok	5.9340632320e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	propan-2-ol-water@x1=0.7	tbub_c	ok	8.0156029655e+01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	propan-2-ol-water@x1=0.7	y1	ok	6.9655909567e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	propan-2-ol-water@x1=0.7	tbub_c	ok	8.0213053513e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	propan-2-ol-water@x1=0.7	y1	ok	6.9680057773e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	propan-2-ol-water@x1=0.9	tbub_c	ok	8.0913288197e+01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	propan-2-ol-water@x1=0.9	y1	ok	8.6316901417e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	propan-2-ol-water@x1=0.9	tbub_c	ok	8.0964324186e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	propan-2-ol-water@x1=0.9	y1	ok	8.6330197313e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanoic-acid-water@x1=0.1	tbub_c	ok	9.8668118600e+01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	ethanoic-acid-water@x1=0.1	y1	ok	1.2248456337e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	ethanoic-acid-water@x1=0.1	tbub_c	ok	9.8685296706e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanoic-acid-water@x1=0.1	y1	ok	1.2283176810e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanoic-acid-water@x1=0.3	tbub_c	ok	9.8901559620e+01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	ethanoic-acid-water@x1=0.3	y1	ok	2.2877189904e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	ethanoic-acid-water@x1=0.3	tbub_c	ok	9.8908469718e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanoic-acid-water@x1=0.3	y1	ok	2.2933585587e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanoic-acid-water@x1=0.5	tbub_c	ok	1.0063311510e+02	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	ethanoic-acid-water@x1=0.5	y1	ok	3.2528358361e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	ethanoic-acid-water@x1=0.5	tbub_c	ok	1.0062725738e+02	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanoic-acid-water@x1=0.5	y1	ok	3.2590404175e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanoic-acid-water@x1=0.7	tbub_c	ok	1.0438294201e+02	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	ethanoic-acid-water@x1=0.7	y1	ok	4.7076035384e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	ethanoic-acid-water@x1=0.7	tbub_c	ok	1.0436009367e+02	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanoic-acid-water@x1=0.7	y1	ok	4.7122968136e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanoic-acid-water@x1=0.9	tbub_c	ok	1.1169698045e+02	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	ethanoic-acid-water@x1=0.9	y1	ok	7.4426166581e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	ethanoic-acid-water@x1=0.9	tbub_c	ok	1.1167072851e+02	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanoic-acid-water@x1=0.9	y1	ok	7.4415855898e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-methanol@x1=0.1	tbub_c	ok	6.1433981849e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-methanol@x1=0.1	y1	ok	1.9753690809e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-methanol@x1=0.1	tbub_c	ok	6.1499531783e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-methanol@x1=0.1	y1	ok	1.9715613143e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-methanol@x1=0.3	tbub_c	ok	5.7898320792e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-methanol@x1=0.3	y1	ok	4.3121118780e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-methanol@x1=0.3	tbub_c	ok	5.7972393580e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-methanol@x1=0.3	y1	ok	4.3071640923e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-methanol@x1=0.5	tbub_c	ok	5.6108814986e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-methanol@x1=0.5	y1	ok	5.8316279029e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-methanol@x1=0.5	tbub_c	ok	5.6186844872e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-methanol@x1=0.5	y1	ok	5.8272241148e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-methanol@x1=0.7	tbub_c	ok	5.5292286848e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-methanol@x1=0.7	y1	ok	7.1986228157e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-methanol@x1=0.7	tbub_c	ok	5.5374744210e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-methanol@x1=0.7	y1	ok	7.1951815937e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-methanol@x1=0.9	tbub_c	ok	5.5435768930e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-methanol@x1=0.9	y1	ok	8.8587153881e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-methanol@x1=0.9	tbub_c	ok	5.5526676783e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-methanol@x1=0.9	y1	ok	8.8569862232e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanol@x1=0.1	tbub_c	ok	7.1961446053e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-ethanol@x1=0.1	y1	ok	3.0116171464e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-ethanol@x1=0.1	tbub_c	ok	7.1956002860e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanol@x1=0.1	y1	ok	2.9947952062e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanol@x1=0.3	tbub_c	ok	6.4746364385e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-ethanol@x1=0.3	y1	ok	5.7424719073e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-ethanol@x1=0.3	tbub_c	ok	6.4802433714e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanol@x1=0.3	y1	ok	5.7269514412e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanol@x1=0.5	tbub_c	ok	6.0942116286e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-ethanol@x1=0.5	y1	ok	7.0955901659e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-ethanol@x1=0.5	tbub_c	ok	6.1016380384e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanol@x1=0.5	y1	ok	7.0845848591e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanol@x1=0.7	tbub_c	ok	5.8478868751e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-ethanol@x1=0.7	y1	ok	8.1283149175e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-ethanol@x1=0.7	tbub_c	ok	5.8562532210e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanol@x1=0.7	y1	ok	8.1212469943e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanol@x1=0.9	tbub_c	ok	5.6699108845e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	acetone-ethanol@x1=0.9	y1	ok	9.2645431753e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	acetone-ethanol@x1=0.9	tbub_c	ok	5.6791808712e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanol@x1=0.9	y1	ok	9.2617226746e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	methanol-ethanol@x1=0.1	tbub_c	ok	7.6150739401e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	methanol-ethanol@x1=0.1	y1	ok	1.7687689543e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	methanol-ethanol@x1=0.1	tbub_c	ok	7.6085587927e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	methanol-ethanol@x1=0.1	y1	ok	1.7613771754e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	methanol-ethanol@x1=0.3	tbub_c	ok	7.2386189947e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	methanol-ethanol@x1=0.3	y1	ok	4.4527817803e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	methanol-ethanol@x1=0.3	tbub_c	ok	7.2369966002e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	methanol-ethanol@x1=0.3	y1	ok	4.4414139303e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	methanol-ethanol@x1=0.5	tbub_c	ok	6.9435983495e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	methanol-ethanol@x1=0.5	y1	ok	6.4081927305e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	methanol-ethanol@x1=0.5	tbub_c	ok	6.9449670701e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	methanol-ethanol@x1=0.5	y1	ok	6.3984981248e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	methanol-ethanol@x1=0.7	tbub_c	ok	6.7106412863e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	methanol-ethanol@x1=0.7	y1	ok	7.9498543663e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	methanol-ethanol@x1=0.7	tbub_c	ok	6.7139739939e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	methanol-ethanol@x1=0.7	y1	ok	7.9435137826e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	methanol-ethanol@x1=0.9	tbub_c	ok	6.5256202638e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	methanol-ethanol@x1=0.9	y1	ok	9.3098686412e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	methanol-ethanol@x1=0.9	tbub_c	ok	6.5303888933e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	methanol-ethanol@x1=0.9	y1	ok	9.3075418185e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.1	tbub_c	ok	8.1767733693e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.1	y1	ok	1.1520144087e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.1	tbub_c	ok	8.1794108185e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.1	y1	ok	1.1587847940e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.3	tbub_c	ok	8.0945859238e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.3	y1	ok	3.3351842735e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.3	tbub_c	ok	8.0938794412e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.3	y1	ok	3.3497512007e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.5	tbub_c	ok	8.0170372144e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.5	y1	ok	5.3762739930e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.5	tbub_c	ok	8.0133146293e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.5	y1	ok	5.3923508010e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.7	tbub_c	ok	7.9439125853e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.7	y1	ok	7.2971506843e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.7	tbub_c	ok	7.9374493823e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.7	y1	ok	7.3097430314e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.9	tbub_c	ok	7.8750176442e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	ethanol-propan-2-ol@x1=0.9	y1	ok	9.1192256063e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.9	tbub_c	ok	7.8660404806e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	ethanol-propan-2-ol@x1=0.9	y1	ok	9.1242899239e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.1	tbub_c	ok	1.0477962429e+02	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.1	y1	ok	4.0842359162e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.1	tbub_c	ok	1.0490563452e+02	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.1	y1	ok	4.0494156515e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.3	tbub_c	ok	8.5806949254e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.3	y1	ok	7.6737708689e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.3	tbub_c	ok	8.5981766930e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.3	y1	ok	7.6532205116e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.5	tbub_c	ok	7.3059643392e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.5	y1	ok	9.0128041745e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.5	tbub_c	ok	7.3214984468e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.5	y1	ok	9.0055323732e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.7	tbub_c	ok	6.4344520940e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.7	y1	ok	9.5916366565e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.7	tbub_c	ok	6.4473365803e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.7	y1	ok	9.5895367769e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.9	tbub_c	ok	5.8481890948e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-ethanoic-acid@x1=0.9	y1	ok	9.8805731550e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.9	tbub_c	ok	5.8589906418e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-ethanoic-acid@x1=0.9	y1	ok	9.8801914582e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	hexane-ethanol@x1=0.1	tbub_c	ok	6.5918386109e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	hexane-ethanol@x1=0.1	y1	ok	4.5186755164e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	hexane-ethanol@x1=0.1	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	hexane-ethanol@x1=0.1	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	hexane-ethanol@x1=0.3	tbub_c	ok	5.9547173979e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	hexane-ethanol@x1=0.3	y1	ok	6.2820014997e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	hexane-ethanol@x1=0.3	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	hexane-ethanol@x1=0.3	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	hexane-ethanol@x1=0.5	tbub_c	ok	5.8620181168e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	hexane-ethanol@x1=0.5	y1	ok	6.5975152553e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	hexane-ethanol@x1=0.5	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	hexane-ethanol@x1=0.5	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	hexane-ethanol@x1=0.7	tbub_c	ok	5.8573328283e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	hexane-ethanol@x1=0.7	y1	ok	6.6378188142e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	hexane-ethanol@x1=0.7	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	hexane-ethanol@x1=0.7	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	hexane-ethanol@x1=0.9	tbub_c	ok	5.9299364771e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	hexane-ethanol@x1=0.9	y1	ok	6.9525017019e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	hexane-ethanol@x1=0.9	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	hexane-ethanol@x1=0.9	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	acetone-chloroform@x1=0.1	tbub_c	ok	6.2452972590e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-chloroform@x1=0.1	y1	ok	6.7770693056e-02	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-chloroform@x1=0.1	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	acetone-chloroform@x1=0.1	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	acetone-chloroform@x1=0.3	tbub_c	ok	6.4278164873e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-chloroform@x1=0.3	y1	ok	2.7663669492e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-chloroform@x1=0.3	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	acetone-chloroform@x1=0.3	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	acetone-chloroform@x1=0.5	tbub_c	ok	6.3908323529e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-chloroform@x1=0.5	y1	ok	5.4942034959e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-chloroform@x1=0.5	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	acetone-chloroform@x1=0.5	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	acetone-chloroform@x1=0.7	tbub_c	ok	6.1347813212e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-chloroform@x1=0.7	y1	ok	7.9087712124e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-chloroform@x1=0.7	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	acetone-chloroform@x1=0.7	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	acetone-chloroform@x1=0.9	tbub_c	ok	5.7819602538e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-corr	acetone-chloroform@x1=0.9	y1	ok	9.4964693449e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/WAGNER_MCGARRY)
oracle-unifac-kero	acetone-chloroform@x1=0.9	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	acetone-chloroform@x1=0.9	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	methanol-cyclohexane@x1=0.1	tbub_c	ok	5.5667369093e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	methanol-cyclohexane@x1=0.1	y1	ok	5.8875203535e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	methanol-cyclohexane@x1=0.1	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	methanol-cyclohexane@x1=0.1	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	methanol-cyclohexane@x1=0.3	tbub_c	ok	5.3406574863e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-corr	methanol-cyclohexane@x1=0.3	y1	ok	6.2886110448e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
oracle-unifac-kero	methanol-cyclohexane@x1=0.3	tbub_c	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-kero	methanol-cyclohexane@x1=0.3	y1	unavailable		kerotakis-thermo has no Antoine set for one component
oracle-unifac-corr	methanol-cyclohexane@x1=0.5	tbub_c	ok	5.4031271393e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/HEOS_FIT)
