engine	case	quantity	status	value	note
oracle-unifac-corr	acetone-water@x1=0.7	tbub_c	ok	5.7863165313e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/IAPWS_PSAT)
oracle-unifac-corr	acetone-water@x1=0.7	y1	ok	8.7621215148e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/IAPWS_PSAT)
oracle-unifac-kero	acetone-water@x1=0.7	tbub_c	ok	5.7965745618e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-water@x1=0.7	y1	ok	8.7608491911e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	acetone-water@x1=0.9	tbub_c	ok	5.6337459022e+01	thermo UNIFAC + thermo Psat (HEOS_FIT/IAPWS_PSAT)
oracle-unifac-corr	acetone-water@x1=0.9	y1	ok	9.3155836388e-01	thermo UNIFAC + thermo Psat (HEOS_FIT/IAPWS_PSAT)
oracle-unifac-kero	acetone-water@x1=0.9	tbub_c	ok	5.6436009580e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	acetone-water@x1=0.9	y1	ok	9.3150050875e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	propan-2-ol-water@x1=0.1	tbub_c	ok	8.2296248696e+01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	propan-2-ol-water@x1=0.1	y1	ok	5.1113100354e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	propan-2-ol-water@x1=0.1	tbub_c	ok	8.2355369333e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-kero	propan-2-ol-water@x1=0.1	y1	ok	5.1141564017e-01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
oracle-unifac-corr	propan-2-ol-water@x1=0.3	tbub_c	ok	8.1417011802e+01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-corr	propan-2-ol-water@x1=0.3	y1	ok	5.3690121379e-01	thermo UNIFAC + thermo Psat (WAGNER_MCGARRY/IAPWS_PSAT)
oracle-unifac-kero	propan-2-ol-water@x1=0.3	tbub_c	ok	8.1476463006e+01	thermo UNIFAC + kerotakis Antoine (isolates gamma)
