engine	case	quantity	status	value	note
feos-pcsaft	carbon-dioxide-ethanol@x1=0.5	y1	ok	9.9999886290e-1	esper2023+rehner2023; needed 1 restart(s)
feos-pcsaft	carbon-dioxide-ethanol@x1=0.7	tbub_c	ok	-8.7086286918e1	esper2023+rehner2023; needed 2 restart(s)
feos-pcsaft	carbon-dioxide-ethanol@x1=0.7	y1	ok	9.9999946022e-1	esper2023+rehner2023; needed 2 restart(s)
feos-pcsaft	carbon-dioxide-ethanol@x1=0.9	tbub_c	ok	-8.8256524986e1	esper2023+rehner2023; needed 2 restart(s)
feos-pcsaft	carbon-dioxide-ethanol@x1=0.9	y1	ok	9.9999966268e-1	esper2023+rehner2023; needed 2 restart(s)
feos-pcsaft	carbon-dioxide-ethanol@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis	nitrogen-oxygen@x1=0.1	tbub_c	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@x1=0.1	y1	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@x1=0.3	tbub_c	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@x1=0.3	y1	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@x1=0.5	tbub_c	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@x1=0.5	y1	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@x1=0.7	tbub_c	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@x1=0.7	y1	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@x1=0.9	tbub_c	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@x1=0.9	y1	unavailable		no Antoine constants for nitrogen
kerotakis	nitrogen-oxygen@flash	vapour_fraction	unavailable		no Antoine constants for nitrogen
feos-pcsaft	nitrogen-oxygen@x1=0.1	tbub_c	ok	-1.8580615180e2	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@x1=0.1	y1	ok	3.3389840695e-1	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@x1=0.3	tbub_c	ok	-1.8953917448e2	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@x1=0.3	y1	ok	6.5252175003e-1	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@x1=0.5	tbub_c	ok	-1.9190457046e2	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@x1=0.5	y1	ok	8.0505363846e-1	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@x1=0.7	tbub_c	ok	-1.9365162481e2	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@x1=0.7	y1	ok	8.9996876881e-1	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@x1=0.9	tbub_c	ok	-1.9509088936e2	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@x1=0.9	y1	ok	9.7003255049e-1	esper2023+rehner2023; needed 7 restart(s)
feos-pcsaft	nitrogen-oxygen@flash	vapour_fraction	unavailable		No phase split according to stability analysis.
kerotakis-pr	water@300K,1000Pa	z_vapour	ok	9.9984991434e-1	THERMO-007
kerotakis-pr	water@300K,1000Pa	molar_volume_m3_mol	ok	2.4939644209e0	THERMO-007
kerotakis-pr	water@300K,1000Pa	phi	ok	9.9984993563e-1	THERMO-007
feos-pr	water@300K,1000Pa	z_vapour	ok	9.9984991434e-1	feos_core::cubic
feos-pr	water@300K,1000Pa	molar_volume_m3_mol	ok	2.4939644210e0	feos_core::cubic
feos-pr	water@300K,1000Pa	phi	ok	9.9984993563e-1	feos_core::cubic
kerotakis-pr	water@300K,101325Pa	z_vapour	ok	9.8458246780e-1	THERMO-007
kerotakis-pr	water@300K,101325Pa	molar_volume_m3_mol	ok	2.4237673199e-2	THERMO-007
kerotakis-pr	water@300K,101325Pa	phi	ok	9.8480618826e-1	THERMO-007
feos-pr	water@300K,101325Pa	z_vapour	ok	9.8458246780e-1	feos_core::cubic
feos-pr	water@300K,101325Pa	molar_volume_m3_mol	ok	2.4237673199e-2	feos_core::cubic
feos-pr	water@300K,101325Pa	phi	ok	9.8480618826e-1	feos_core::cubic
kerotakis-pr	water@300K,1013250Pa	z_vapour	ok	8.1774390956e-1	THERMO-007
kerotakis-pr	water@300K,1013250Pa	molar_volume_m3_mol	ok	2.0130573404e-3	THERMO-007
kerotakis-pr	water@300K,1013250Pa	phi	ok	8.4777851570e-1	THERMO-007
feos-pr	water@300K,1013250Pa	z_vapour	ok	8.1774390956e-1	feos_core::cubic
feos-pr	water@300K,1013250Pa	molar_volume_m3_mol	ok	2.0130573404e-3	feos_core::cubic
feos-pr	water@300K,1013250Pa	phi	ok	8.4777851570e-1	feos_core::cubic
kerotakis-pr	water@300K,10132500Pa	z_vapour	ok	8.6237992902e-2	THERMO-007
kerotakis-pr	water@300K,10132500Pa	molar_volume_m3_mol	ok	2.1229387660e-5	THERMO-007
kerotakis-pr	water@300K,10132500Pa	phi	ok	3.2313794611e-4	THERMO-007
feos-pr	water@300K,10132500Pa	z_vapour	ok	8.6237992902e-2	feos_core::cubic
feos-pr	water@300K,10132500Pa	molar_volume_m3_mol	ok	2.1229387661e-5	feos_core::cubic
feos-pr	water@300K,10132500Pa	phi	ok	3.2313794611e-4	feos_core::cubic
kerotakis-pr	water@500K,101325Pa	z_vapour	ok	9.9615206164e-1	THERMO-007
kerotakis-pr	water@500K,101325Pa	molar_volume_m3_mol	ok	4.0870807196e-2	THERMO-007
kerotakis-pr	water@500K,101325Pa	phi	ok	9.9616474918e-1	THERMO-007
feos-pr	water@500K,101325Pa	z_vapour	ok	9.9615206164e-1	feos_core::cubic
feos-pr	water@500K,101325Pa	molar_volume_m3_mol	ok	4.0870807197e-2	feos_core::cubic
feos-pr	water@500K,101325Pa	phi	ok	9.9616474918e-1	feos_core::cubic
kerotakis-pr	water@500K,5000000Pa	z_vapour	ok	7.7025941581e-1	THERMO-007
kerotakis-pr	water@500K,5000000Pa	molar_volume_m3_mol	ok	6.4042931189e-4	THERMO-007
kerotakis-pr	water@500K,5000000Pa	phi	ok	8.1356947333e-1	THERMO-007
feos-pr	water@500K,5000000Pa	z_vapour	ok	7.7025941581e-1	feos_core::cubic
feos-pr	water@500K,5000000Pa	molar_volume_m3_mol	ok	6.4042931191e-4	feos_core::cubic
feos-pr	water@500K,5000000Pa	phi	ok	8.1356947333e-1	feos_core::cubic
kerotakis-pr	ethanol@300K,1000Pa	z_vapour	ok	9.9965486005e-1	THERMO-007
kerotakis-pr	ethanol@300K,1000Pa	molar_volume_m3_mol	ok	2.4934778894e0	THERMO-007
kerotakis-pr	ethanol@300K,1000Pa	phi	ok	9.9965497097e-1	THERMO-007
feos-pr	ethanol@300K,1000Pa	z_vapour	ok	9.9965486005e-1	feos_core::cubic
feos-pr	ethanol@300K,1000Pa	molar_volume_m3_mol	ok	2.4934778895e0	feos_core::cubic
feos-pr	ethanol@300K,1000Pa	phi	ok	9.9965497097e-1	feos_core::cubic
kerotakis-pr	ethanol@300K,101325Pa	z_vapour	ok	9.6391002215e-1	THERMO-007
kerotakis-pr	ethanol@300K,101325Pa	molar_volume_m3_mol	ok	2.3728775267e-2	THERMO-007
kerotakis-pr	ethanol@300K,101325Pa	phi	ok	9.6511075376e-1	THERMO-007
feos-pr	ethanol@300K,101325Pa	z_vapour	ok	9.6391002215e-1	feos_core::cubic
feos-pr	ethanol@300K,101325Pa	molar_volume_m3_mol	ok	2.3728775267e-2	feos_core::cubic
feos-pr	ethanol@300K,101325Pa	phi	ok	9.6511075376e-1	feos_core::cubic
kerotakis-pr	ethanol@300K,1013250Pa	z_vapour	ok	2.5392370191e-2	THERMO-007
kerotakis-pr	ethanol@300K,1013250Pa	molar_volume_m3_mol	ok	6.2508930492e-5	THERMO-007
kerotakis-pr	ethanol@300K,1013250Pa	phi	ok	9.1293173210e-3	THERMO-007
feos-pr	ethanol@300K,1013250Pa	z_vapour	ok	2.5392370191e-2	feos_core::cubic
feos-pr	ethanol@300K,1013250Pa	molar_volume_m3_mol	ok	6.2508930493e-5	feos_core::cubic
feos-pr	ethanol@300K,1013250Pa	phi	ok	9.1293173210e-3	feos_core::cubic
kerotakis-pr	ethanol@300K,10132500Pa	z_vapour	ok	2.5257804697e-1	THERMO-007
kerotakis-pr	ethanol@300K,10132500Pa	molar_volume_m3_mol	ok	6.2177667792e-5	THERMO-007
kerotakis-pr	ethanol@300K,10132500Pa	phi	ok	1.1466234156e-3	THERMO-007
feos-pr	ethanol@300K,10132500Pa	z_vapour	ok	2.5257804697e-1	feos_core::cubic
feos-pr	ethanol@300K,10132500Pa	molar_volume_m3_mol	ok	6.2177667793e-5	feos_core::cubic
feos-pr	ethanol@300K,10132500Pa	phi	ok	1.1466234156e-3	feos_core::cubic
kerotakis-pr	ethanol@500K,101325Pa	z_vapour	ok	9.9305715481e-1	THERMO-007
kerotakis-pr	ethanol@500K,101325Pa	molar_volume_m3_mol	ok	4.0743827245e-2	THERMO-007
kerotakis-pr	ethanol@500K,101325Pa	phi	ok	9.9309348836e-1	THERMO-007
feos-pr	ethanol@500K,101325Pa	z_vapour	ok	9.9305715481e-1	feos_core::cubic
feos-pr	ethanol@500K,101325Pa	molar_volume_m3_mol	ok	4.0743827246e-2	feos_core::cubic
feos-pr	ethanol@500K,101325Pa	phi	ok	9.9309348836e-1	feos_core::cubic
kerotakis-pr	ethanol@500K,5000000Pa	z_vapour	ok	4.8326375141e-1	THERMO-007
kerotakis-pr	ethanol@500K,5000000Pa	molar_volume_m3_mol	ok	4.0180783957e-4	THERMO-007
kerotakis-pr	ethanol@500K,5000000Pa	phi	ok	6.7481097753e-1	THERMO-007
feos-pr	ethanol@500K,5000000Pa	z_vapour	ok	4.8326375141e-1	feos_core::cubic
feos-pr	ethanol@500K,5000000Pa	molar_volume_m3_mol	ok	4.0180783958e-4	feos_core::cubic
feos-pr	ethanol@500K,5000000Pa	phi	ok	6.7481097753e-1	feos_core::cubic
kerotakis-pr	nitrogen@300K,1000Pa	z_vapour	ok	9.9999565496e-1	THERMO-007
kerotakis-pr	nitrogen@300K,1000Pa	molar_volume_m3_mol	ok	2.4943279474e0	THERMO-007
kerotakis-pr	nitrogen@300K,1000Pa	phi	ok	9.9999565479e-1	THERMO-007
feos-pr	nitrogen@300K,1000Pa	z_vapour	ok	9.9999565496e-1	feos_core::cubic
feos-pr	nitrogen@300K,1000Pa	molar_volume_m3_mol	ok	2.4943279474e0	feos_core::cubic
feos-pr	nitrogen@300K,1000Pa	phi	ok	9.9999565479e-1	feos_core::cubic
kerotakis-pr	nitrogen@300K,101325Pa	z_vapour	ok	9.9956322862e-1	THERMO-007
kerotakis-pr	nitrogen@300K,101325Pa	molar_volume_m3_mol	ok	2.4606457731e-2	THERMO-007
kerotakis-pr	nitrogen@300K,101325Pa	phi	ok	9.9956156245e-1	THERMO-007
feos-pr	nitrogen@300K,101325Pa	z_vapour	ok	9.9956322862e-1	feos_core::cubic
feos-pr	nitrogen@300K,101325Pa	molar_volume_m3_mol	ok	2.4606457732e-2	feos_core::cubic
feos-pr	nitrogen@300K,101325Pa	phi	ok	9.9956156245e-1	feos_core::cubic
kerotakis-pr	nitrogen@300K,1013250Pa	z_vapour	ok	9.9594842512e-1	THERMO-007
kerotakis-pr	nitrogen@300K,1013250Pa	molar_volume_m3_mol	ok	2.4517471355e-3	THERMO-007
kerotakis-pr	nitrogen@300K,1013250Pa	phi	ok	9.9578186707e-1	THERMO-007
feos-pr	nitrogen@300K,1013250Pa	z_vapour	ok	9.9594842512e-1	feos_core::cubic
feos-pr	nitrogen@300K,1013250Pa	molar_volume_m3_mol	ok	2.4517471355e-3	feos_core::cubic
feos-pr	nitrogen@300K,1013250Pa	phi	ok	9.9578186707e-1	feos_core::cubic
kerotakis-pr	nitrogen@300K,10132500Pa	z_vapour	ok	9.8893547983e-1	THERMO-007
kerotakis-pr	nitrogen@300K,10132500Pa	molar_volume_m3_mol	ok	2.4344832209e-4	THERMO-007
kerotakis-pr	nitrogen@300K,10132500Pa	phi	ok	9.7328778642e-1	THERMO-007
feos-pr	nitrogen@300K,10132500Pa	z_vapour	ok	9.8893547983e-1	feos_core::cubic
feos-pr	nitrogen@300K,10132500Pa	molar_volume_m3_mol	ok	2.4344832210e-4	feos_core::cubic
feos-pr	nitrogen@300K,10132500Pa	phi	ok	9.7328778642e-1	feos_core::cubic
kerotakis-pr	nitrogen@500K,101325Pa	z_vapour	ok	1.0003016803e0	THERMO-007
kerotakis-pr	nitrogen@500K,101325Pa	molar_volume_m3_mol	ok	4.1041060586e-2	THERMO-007
kerotakis-pr	nitrogen@500K,101325Pa	phi	ok	1.0003014332e0	THERMO-007
feos-pr	nitrogen@500K,101325Pa	z_vapour	ok	1.0003016803e0	feos_core::cubic
feos-pr	nitrogen@500K,101325Pa	molar_volume_m3_mol	ok	4.1041060586e-2	feos_core::cubic
feos-pr	nitrogen@500K,101325Pa	phi	ok	1.0003014332e0	feos_core::cubic
kerotakis-pr	nitrogen@500K,5000000Pa	z_vapour	ok	1.0161885823e0	THERMO-007
kerotakis-pr	nitrogen@500K,5000000Pa	molar_volume_m3_mol	ok	8.4490619801e-4	THERMO-007
kerotakis-pr	nitrogen@500K,5000000Pa	phi	ok	1.0156603158e0	THERMO-007
feos-pr	nitrogen@500K,5000000Pa	z_vapour	ok	1.0161885823e0	feos_core::cubic
feos-pr	nitrogen@500K,5000000Pa	molar_volume_m3_mol	ok	8.4490619802e-4	feos_core::cubic
feos-pr	nitrogen@500K,5000000Pa	phi	ok	1.0156603158e0	feos_core::cubic
